	Plot	Row Numbers	Filter Type	Genotype	ExG	RGB	NGR	GLI	VARI	MGR	VEG
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4624809378	0.4032139065	0.1819875087	0.2145250908	0.2776560752	0.3428933717	1.573711766
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4671047701	0.4054563703	0.1838229509	0.2158807812	0.2804959967	0.3463556803	1.578081777
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4717265141	0.4075787516	0.1855725841	0.2171464705	0.2832355569	0.3496543512	1.582266492
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4763760475	0.4097767621	0.1873290765	0.2184455415	0.2859655871	0.3529791674	1.586477345
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4803198549	0.4115368401	0.1887289638	0.219474096	0.2881583394	0.355628847	1.589760678
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.484168298	0.4133575693	0.1901352115	0.2205386357	0.2903356914	0.3582784496	1.593189594
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5069266514	0.4251913715	0.198114004	0.2273214355	0.3023218847	0.3732005466	1.614168454
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5097382685	0.4269543705	0.1990787174	0.2283217544	0.303651937	0.3749863488	1.617266956
180701_djifc6310_J1_NE_row_12_range_1_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4773397419	0.4066043173	0.186659767	0.2169105878	0.2851323035	0.3517323235	1.582385838
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.455181233	0.4729018979	0.2181819858	0.261869985	0.312321542	0.3961608651	1.79333536
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4617247482	0.4769110764	0.2213148279	0.2643546097	0.3169176141	0.4018934018	1.80325362
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4679070217	0.4804908298	0.2241655334	0.2665851609	0.3211020678	0.4070911239	1.812295209
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4736835749	0.4837505184	0.2268196553	0.2686254506	0.3250044202	0.4119248816	1.820714918
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4784917024	0.4862287041	0.2288930235	0.2701834076	0.3280658851	0.4156638283	1.827184155
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4829750709	0.4886008763	0.2308370678	0.2716712093	0.3309176907	0.419180811	1.833307609
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5266919561	0.5111187941	0.2471096711	0.2858856736	0.3532680623	0.4477951154	1.892075332
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5272144784	0.5116926868	0.2474324061	0.2862471476	0.353649316	0.4483344213	1.893528753
180701_djifc6310_J1_NE_row_12_range_1_rep_10.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4766259574	0.4814025558	0.2270833165	0.2677398086	0.3254682785	0.412218866	1.819728376
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4521770901	0.4284579473	0.1917384588	0.2311568658	0.2843868684	0.3565971785	1.641079388
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4575831337	0.4309726532	0.1938132064	0.2326739385	0.2875534688	0.3605444916	1.646608329
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4628487876	0.4333520973	0.1957915083	0.2341135387	0.2905021964	0.364278748	1.651755609
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4677047716	0.4354762009	0.1975697197	0.2353908555	0.2932391655	0.3676627845	1.656376277
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.471850631	0.4372270897	0.1990232433	0.2364418071	0.2954573167	0.3704090874	1.660208709
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4760687558	0.4391455908	0.200525765	0.2375843248	0.2977364651	0.3732506786	1.664260782
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5147146851	0.4591918093	0.2124336675	0.2493574764	0.3138853802	0.3952653074	1.703641551
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5158785705	0.4600867756	0.2128488101	0.249883042	0.3143686558	0.3960026577	1.70534488
180701_djifc6310_J1_NE_row_12_range_1_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4696062673	0.4324393892	0.1970532865	0.233986511	0.2925445005	0.3666832238	1.652747389
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4600177236	0.4546906488	0.2092066574	0.2497302344	0.3039996605	0.3824522342	1.731857042
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4657212034	0.4575471488	0.2115611479	0.251496213	0.3075226374	0.3868433716	1.73873071
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4712286808	0.4602445009	0.2138024478	0.2531696978	0.3108715433	0.3909710978	1.745305477
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.476289545	0.4627552053	0.215847966	0.2547346974	0.3138911542	0.3947413051	1.75128225
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4808581939	0.4649946731	0.2176072094	0.2561027785	0.3164920208	0.3979809772	1.756508077
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4854206344	0.4674713978	0.2193984689	0.257605689	0.3190536002	0.4012706454	1.761940748
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5282211263	0.4947336225	0.2356233743	0.2740843688	0.3402494803	0.4302409764	1.821769312
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5279676256	0.4947446868	0.2356284076	0.2740939268	0.3402540693	0.4302405254	1.82185127
180701_djifc6310_J1_NE_row_12_range_1_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4780395182	0.4591857823	0.2150775391	0.2530612605	0.3127508309	0.3932857043	1.747012237
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4629895671	0.4844346638	0.2256747376	0.2698922464	0.3222203239	0.4060536338	1.836067459
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4683380913	0.4876236145	0.2280887135	0.2718667084	0.3256698591	0.4105133228	1.844207449
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4735474025	0.4907940387	0.2304823225	0.2738399753	0.3290841727	0.4148587012	1.852312889
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4785317313	0.4937654151	0.2327262606	0.2756925498	0.3322455534	0.4189340227	1.859890876
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4830211489	0.4963488672	0.2346110172	0.2772749013	0.3349142804	0.4223907703	1.866567234
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4874639161	0.4991065643	0.236575118	0.2789846012	0.3376355574	0.4259413114	1.873508948
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.54427232	0.5361498192	0.2589977508	0.3022901855	0.3653800414	0.4647987086	1.968393407
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5463752209	0.5378930249	0.2599716165	0.3034285645	0.3664309791	0.4664222062	1.973096102
180701_djifc6310_J1_NE_row_12_range_1_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4801319137	0.4904434864	0.2321483146	0.2742152393	0.331250675	0.4178045817	1.856640295
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4381494549	0.4758953156	0.2157242003	0.2646704496	0.3057964592	0.3867004003	1.822265071
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4459444548	0.4805670456	0.2191966215	0.2676075158	0.3106882564	0.3929959543	1.83452552
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4535385586	0.4850820294	0.2225542762	0.2704532305	0.3154021187	0.3990442269	1.846319414
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.460703804	0.4893685937	0.2257495472	0.2731598593	0.3198779734	0.4047930382	1.857601019
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4670278156	0.4930273651	0.2284215436	0.2754520447	0.3236252171	0.4095673954	1.867339612
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.473216829	0.4968092883	0.2311328517	0.2778155764	0.32736653	0.414428095	1.877494426
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.522941375	0.5283781464	0.2521286623	0.2977453055	0.3550375972	0.4510608022	1.962605553
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5278678962	0.5318358583	0.254220898	0.2999718383	0.3575652783	0.4545684349	1.972399349
180701_djifc6310_J1_NE_row_12_range_1_rep_5.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4641252217	0.4856153781	0.2256769826	0.2716964369	0.3196199121	0.4044624769	1.855495547
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.428427197	0.5047294987	0.2534973406	0.284363835	0.3671178067	0.4514484687	1.909000709
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4336943892	0.5086158128	0.256382145	0.2867701841	0.3711053669	0.4566026048	1.918913563
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4390132612	0.5125820954	0.2593383962	0.289241446	0.3751721062	0.4618334053	1.929179383
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4440985467	0.5162986391	0.2621140002	0.2915805138	0.379063808	0.4667268988	1.938818933
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4486952891	0.5194997712	0.2644951845	0.293578372	0.3824178172	0.4709068517	1.94746559
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4532495966	0.5226930655	0.2668518443	0.2955853873	0.3856881862	0.4750243494	1.955798601
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5004943813	0.5586943384	0.2894029474	0.3185037452	0.4136092616	0.5130530418	2.052978227
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5018468657	0.5601141987	0.2901846635	0.3194305757	0.414447361	0.5142950527	2.056758402
180701_djifc6310_J1_NE_row_12_range_1_rep_6.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4500342044	0.5177763847	0.2642547917	0.2929229426	0.3818857012	0.4702518878	1.946287537
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4315136292	0.5176663562	0.2511254771	0.2936671669	0.3531016157	0.4456536743	1.943342198
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4364508305	0.5206509128	0.2535774515	0.2955276079	0.356700536	0.4502139017	1.951924023
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4414284152	0.5236916949	0.2560647581	0.2974477024	0.3603046001	0.4547437565	1.960605891
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4462759327	0.5266807729	0.2585222159	0.2993445316	0.3638346053	0.4592203759	1.969373589
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4506247491	0.5292432585	0.2606094386	0.300968256	0.3668227395	0.4629743534	1.976992888
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4550138404	0.532019947	0.2627743928	0.3027236982	0.3698676686	0.4668661307	1.985014146
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.4895629051	0.5546488123	0.2780920468	0.317272257	0.3895122638	0.4933516509	2.049726641
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.495668322	0.5587840395	0.2802984357	0.3199474855	0.3918068615	0.4970456939	2.061301707
180701_djifc6310_J1_NE_row_12_range_1_rep_7.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4516532266	0.5274688422	0.2604966537	0.300405943	0.3663856742	0.4623938738	1.975960565
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4438958399	0.5034039925	0.2341586146	0.2840447143	0.3251556891	0.4199274623	1.87780355
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4493173928	0.5065021123	0.2367256603	0.2859783962	0.3289412033	0.4247059169	1.886529981
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4547068982	0.5094254133	0.2392326643	0.2878393344	0.3326177524	0.429318408	1.894855984
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.4598149932	0.5123267299	0.2416376274	0.2896775322	0.3361109051	0.4337102162	1.903075983
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.4642108299	0.5146553557	0.2435363005	0.2911326859	0.338877212	0.4371638533	1.909884756
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4685884774	0.5171952595	0.2455310784	0.2927406336	0.341715405	0.4407225143	1.916905842
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5011136659	0.5363730073	0.2585420211	0.30485928	0.3589806482	0.4633705607	1.96996333
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5061043322	0.5392525086	0.2601379873	0.306673387	0.3608359438	0.4660993443	1.977796605
180701_djifc6310_J1_NE_row_12_range_1_rep_8.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.463432479	0.5108800194	0.2423012481	0.2893673614	0.3369885785	0.4345907513	1.904330383
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 135	check1	0.4546795388	0.478834611	0.2171359397	0.2662164994	0.3060126557	0.3940981799	1.802005149
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 136	check1	0.4608313543	0.4827108738	0.2201155312	0.268614126	0.3103459155	0.3996227535	1.811750027
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 137	check1	0.4666894635	0.4862442919	0.2228993048	0.2708343352	0.3143697303	0.404696095	1.820723824
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 138	check1	0.472037494	0.4893636	0.2254245137	0.2728068338	0.3180295868	0.4093027223	1.828756945
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 139	check1	0.476646275	0.4918870735	0.2274764536	0.2744006694	0.3210070435	0.4130222176	1.835511766
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	ExG 140	check1	0.4810485667	0.494334041	0.229474986	0.2759655164	0.323876535	0.4166060046	1.842184943
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu pre	check1	0.5168301657	0.5155727661	0.2442984071	0.2894135253	0.343852685	0.4425233393	1.898264927
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Otsu post	check1	0.5155866635	0.5147541956	0.2438381423	0.2888933275	0.3433117401	0.4417493559	1.896196026
180701_djifc6310_J1_NE_row_12_range_1_rep_9.tif	180701_djifc6310_J1_NE_row_12_range_1	4523 and 4524	Custom	check1	0.4746115501	0.4871624205	0.2257335036	0.2720228516	0.3184986781	0.4096422344	1.828184049
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 135	check1	0.4034291834	0.5168666175	0.24362059	0.2934295537	0.3414246713	0.429913124	1.957501102
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 136	check1	0.4111365777	0.5232972882	0.2477190568	0.2974784344	0.3463619152	0.4371980665	1.974273849
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 137	check1	0.4183355068	0.5291327245	0.2515383713	0.3012035034	0.3508910746	0.4439373607	1.989872525
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 138	check1	0.425142957	0.5347494481	0.255332808	0.3048182047	0.355723325	0.4506363505	2.005389956
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 139	check1	0.4311023799	0.5392708853	0.258430655	0.3077638196	0.3595613909	0.4560578016	2.018385298
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 140	check1	0.4368024733	0.54387927	0.2615622107	0.3107803343	0.3633813317	0.461500828	2.03156301
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu pre	check1	0.4646421755	0.5646244431	0.2751356979	0.3246773012	0.3788680803	0.4845129881	2.096041916
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu post	check1	0.4632472204	0.5638229999	0.2746683228	0.3241272916	0.3783779487	0.4837782016	2.093242206
180701_djifc6310_J1_NE_row_12_range_4_rep_1.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Custom	check1	0.4292936099	0.5317964023	0.255726633	0.3040518799	0.3553425685	0.4510090478	2.007066148
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 135	check1	0.4388663353	0.5224075115	0.2466621922	0.2974538934	0.3421511297	0.4356282457	1.97132682
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 136	check1	0.4446674715	0.526343185	0.2495110613	0.2999394102	0.3460174126	0.4408917569	1.982628306
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 137	check1	0.4503659947	0.5301237798	0.252312972	0.3023661859	0.3498134446	0.4459776798	1.993619615
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 138	check1	0.455727754	0.5337254895	0.2550161893	0.3046963767	0.353400717	0.4508871489	2.004111796
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 139	check1	0.4601329798	0.5367177454	0.2572082692	0.3066354362	0.3561162752	0.454825883	2.012984976
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 140	check1	0.4646752164	0.53990445	0.2595180161	0.3087010604	0.3591568328	0.4589439446	2.02215606
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu pre	check1	0.5034076539	0.5659657008	0.2763897344	0.3260361039	0.3789930403	0.4877659806	2.10150289
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu post	check1	0.5071760707	0.5682899331	0.2777485929	0.327620057	0.3803931857	0.4899678995	2.108916337
180701_djifc6310_J1_NE_row_12_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Custom	check1	0.4581617808	0.5311025724	0.2550588144	0.3038096749	0.3528371055	0.450840472	2.00366594
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 135	check1	0.4453906335	0.4928237645	0.2256310985	0.2767900561	0.3146354631	0.4068616174	1.844636882
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 136	check1	0.4511418649	0.4959068077	0.2280863546	0.2786990614	0.3181422355	0.411515275	1.853363699
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 137	check1	0.4566302557	0.4986130083	0.2303578085	0.2804187773	0.3214516819	0.415702867	1.860879614
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 138	check1	0.4617330528	0.501307622	0.232462045	0.2820852662	0.3244288754	0.4196831486	1.868384524
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 139	check1	0.466190129	0.5036755922	0.2342666948	0.283552809	0.3269719735	0.4230076572	1.874784938
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 140	check1	0.4706190678	0.5062848506	0.2361708824	0.2851827406	0.3296004078	0.4264827306	1.881787307
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu pre	check1	0.5005294576	0.5249099652	0.2476613862	0.2969317822	0.3439211193	0.4467231166	1.930845659
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Otsu post	check1	0.5027850138	0.5264999778	0.248411436	0.2979438333	0.3446543715	0.4479752615	1.934890516
180701_djifc6310_J1_NE_row_12_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	Custom	check1	0.4641513689	0.4986362773	0.232357405	0.2810649956	0.3240755548	0.4192916613	1.866674918
180701_djifc6310_J1_NE_row_12_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_12_range_4	4223 and 4224	ExG 135	check1	0.4492160637	0.4599376895	0.2038856858	0.2530997799	0.2903184518	0.3743659368	1.727186921
