Row,Filename,Plot,Row.Numbers,Filter.Type,Genotype.x,Image,Light.Value,Average.Saturation,Reference.Rep,Pixels.Remaining,Total,Percent.Cover,file,date,Pedigree,Genotype.y,Treatment,Rep
2307,190816_djifc6310s_Aug16_NW_row_39_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_39_range_3,2307 and 2308,ExG 131,Check,DJI_0057.JPG,8,34.87692848,1,286582,357305,80.20654623,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2307,190830_djifc6310s_Aug30_NW_row_39_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_39_range_3,2307 and 2308,Custom,Check,DJI_0143.JPG,11.61470984,36.79474541,1,218648,267547,81.72321125,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2307,190830_djifc6310s_Aug30_NW_row_39_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_39_range_3,2307 and 2308,Otsu post,Check,DJI_0143.JPG,11.61470984,40.31814104,1,157628,267547,58.91600354,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2307,190830_djifc6310s_Aug30_NW_row_39_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_39_range_3,2307 and 2308,Otsu pre,Check,DJI_0143.JPG,11.61470984,39.939018,1,164252,267547,61.39183022,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2307,190816_djifc6310s_Aug16_NW_row_39_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_39_range_3,2307 and 2308,Custom,Check,DJI_0057.JPG,8,35.31478191,1,279011,357305,78.08762822,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2307,190830_djifc6310s_Aug30_NW_row_39_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_39_range_3,2307 and 2308,ExG 131,Check,DJI_0143.JPG,11.61470984,35.97091503,1,239316,267547,89.4482091,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2307,190816_djifc6310s_Aug16_NW_row_39_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_39_range_3,2307 and 2308,Otsu post,Check,DJI_0057.JPG,8,40.40852886,1,205208,357305,57.4321658,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2307,190816_djifc6310s_Aug16_NW_row_39_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_39_range_3,2307 and 2308,Otsu pre,Check,DJI_0057.JPG,8,40.34924525,1,206375,357305,57.75877752,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2311,190706_djifc6310_J6_NW_row_37_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0173.JPG,12.55097764,103.5581293,1,78805,201825,39.04620339,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2311,190822_djifc6310s_Aug22_NW_row_37_range_3_rep_4_isref_1.tif,190822_djifc6310s_Aug22_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0704.JPG,11.61470984,32.96898674,1,221170,307193,71.99708327,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug22_merged.csv,Aug22,Check,Check,No Nitrogen,1
2311,190706_djifc6310_J6_NW_row_37_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0173.JPG,12.55097764,83.54107354,1,133212,201825,66.00371609,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2311,190706_djifc6310_J6_NW_row_37_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0173.JPG,12.55097764,104.6072934,1,75970,201825,37.64152112,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2311,190706_djifc6310_J6_NW_row_37_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0173.JPG,12.55097764,85.34315598,1,125839,201825,62.35055122,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2311,190812_djifc6310s_Aug12_NW_row_37_range_3_rep_8_isref_1.tif,190812_djifc6310s_Aug12_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0273.JPG,10.64385619,39.07907976,1,192131,220195,87.25493313,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2311,190812_djifc6310s_Aug12_NW_row_37_range_3_rep_8_isref_1.tif,190812_djifc6310s_Aug12_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0273.JPG,10.64385619,42.31390131,1,151411,220195,68.76223347,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2311,190820_djifc6310s_Aug20_NW_row_37_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0178.JPG,11.95455985,34.5174594,1,206157,267547,77.05449884,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2311,190820_djifc6310s_Aug20_NW_row_37_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0178.JPG,11.95455985,36.47460245,1,172288,267547,64.39541464,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2311,190820_djifc6310s_Aug20_NW_row_37_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0178.JPG,11.95455985,36.58986012,1,170187,267547,63.61013205,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2311,190820_djifc6310s_Aug20_NW_row_37_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0178.JPG,11.95455985,34.70355007,1,197170,267547,73.69546285,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2311,190812_djifc6310s_Aug12_NW_row_37_range_3_rep_8_isref_1.tif,190812_djifc6310s_Aug12_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0273.JPG,10.64385619,42.34991339,1,150859,220195,68.51154658,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2311,190812_djifc6310s_Aug12_NW_row_37_range_3_rep_8_isref_1.tif,190812_djifc6310s_Aug12_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0273.JPG,10.64385619,39.39542981,1,184796,220195,83.92379482,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2311,190822_djifc6310s_Aug22_NW_row_37_range_3_rep_4_isref_1.tif,190822_djifc6310s_Aug22_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0704.JPG,11.61470984,32.81696985,1,230246,307193,74.95157767,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug22_merged.csv,Aug22,Check,Check,No Nitrogen,1
2311,190822_djifc6310s_Aug22_NW_row_37_range_3_rep_4_isref_1.tif,190822_djifc6310s_Aug22_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0704.JPG,11.61470984,35.06841958,1,185191,307193,60.28490233,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug22_merged.csv,Aug22,Check,Check,No Nitrogen,1
2311,190822_djifc6310s_Aug22_NW_row_37_range_3_rep_4_isref_1.tif,190822_djifc6310s_Aug22_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0704.JPG,11.61470984,34.94015452,1,187585,307193,61.06421696,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug22_merged.csv,Aug22,Check,Check,No Nitrogen,1
2311,190827_djifc6310_Aug26_NW_row_37_range_3_rep_2_isref_1.tif,190827_djifc6310_Aug26_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0149.JPG,8,82.6067151,1,155844,330337,47.17727654,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug26_merged.csv,Aug26,Check,Check,No Nitrogen,1
2311,190827_djifc6310_Aug26_NW_row_37_range_3_rep_2_isref_1.tif,190827_djifc6310_Aug26_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0149.JPG,8,69.11759748,1,276473,330337,83.69422741,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug26_merged.csv,Aug26,Check,Check,No Nitrogen,1
2311,190905_djifc6310s_Sept5_NW_row_37_range_3_rep_8_isref_1.tif,190905_djifc6310s_Sept5_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0504.JPG,12.63263175,35.54772656,1,203276,276413,73.54068007,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept5_merged.csv,Sept5,Check,Check,No Nitrogen,1
2311,190814_djifc6310s_Aug14_NW_row_37_range_3_rep_7_isref_1.tif,190814_djifc6310s_Aug14_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0289.JPG,12.63263175,39.78152451,1,162317,188790,85.97754118,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2311,190814_djifc6310s_Aug14_NW_row_37_range_3_rep_7_isref_1.tif,190814_djifc6310s_Aug14_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0289.JPG,12.63263175,41.8811367,1,126165,188790,66.82822183,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2311,190814_djifc6310s_Aug14_NW_row_37_range_3_rep_7_isref_1.tif,190814_djifc6310s_Aug14_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0289.JPG,12.63263175,41.99293211,1,123281,188790,65.30059855,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2311,190814_djifc6310s_Aug14_NW_row_37_range_3_rep_7_isref_1.tif,190814_djifc6310s_Aug14_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0289.JPG,12.63263175,40.07563415,1,149800,188790,79.34742306,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2311,190901_djifc6310s_Sept1_NW_row_37_range_3_rep_8_isref_1.tif,190901_djifc6310s_Sept1_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0278.JPG,11.61470984,31.74436774,1,233727,297297,78.61734225,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept1_merged.csv,Sept1,Check,Check,No Nitrogen,1
2311,190901_djifc6310s_Sept1_NW_row_37_range_3_rep_8_isref_1.tif,190901_djifc6310s_Sept1_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0278.JPG,11.61470984,33.86304055,1,193462,297297,65.07364689,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept1_merged.csv,Sept1,Check,Check,No Nitrogen,1
2311,190901_djifc6310s_Sept1_NW_row_37_range_3_rep_8_isref_1.tif,190901_djifc6310s_Sept1_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0278.JPG,11.61470984,33.99411615,1,190238,297297,63.98920944,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept1_merged.csv,Sept1,Check,Check,No Nitrogen,1
2311,190901_djifc6310s_Sept1_NW_row_37_range_3_rep_8_isref_1.tif,190901_djifc6310s_Sept1_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0278.JPG,11.61470984,31.75190856,1,230739,297297,77.6122867,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept1_merged.csv,Sept1,Check,Check,No Nitrogen,1
2311,190823_djifc6310_Aug23_NW_row_37_range_3_rep_6_isref_1.tif,190823_djifc6310_Aug23_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0380.JPG,11.61470984,43.1670038,1,214332,267547,80.11003674,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug23_merged.csv,Aug23,Check,Check,No Nitrogen,1
2311,190823_djifc6310_Aug23_NW_row_37_range_3_rep_6_isref_1.tif,190823_djifc6310_Aug23_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0380.JPG,11.61470984,47.26961311,1,172990,267547,64.65779844,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug23_merged.csv,Aug23,Check,Check,No Nitrogen,1
2311,190827_djifc6310_Aug26_NW_row_37_range_3_rep_2_isref_1.tif,190827_djifc6310_Aug26_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0149.JPG,8,67.04485642,1,291987,330337,88.39064349,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug26_merged.csv,Aug26,Check,Check,No Nitrogen,1
2311,190827_djifc6310_Aug26_NW_row_37_range_3_rep_2_isref_1.tif,190827_djifc6310_Aug26_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0149.JPG,8,81.90366226,1,162598,330337,49.22185526,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug26_merged.csv,Aug26,Check,Check,No Nitrogen,1
2311,190830_djifc6310s_Aug30_NW_row_37_range_3_rep_8_isref_1.tif,190830_djifc6310s_Aug30_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0142.JPG,11.61470984,32.5846187,1,201668,267547,75.37666279,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2311,190830_djifc6310s_Aug30_NW_row_37_range_3_rep_8_isref_1.tif,190830_djifc6310s_Aug30_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0142.JPG,11.61470984,34.17761317,1,171240,267547,64.00370776,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2311,190830_djifc6310s_Aug30_NW_row_37_range_3_rep_8_isref_1.tif,190830_djifc6310s_Aug30_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0142.JPG,11.61470984,33.87569149,1,177258,267547,66.25303218,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2311,190830_djifc6310s_Aug30_NW_row_37_range_3_rep_8_isref_1.tif,190830_djifc6310s_Aug30_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0142.JPG,11.61470984,32.71342687,1,194712,267547,72.77674577,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2311,190905_djifc6310s_Sept5_NW_row_37_range_3_rep_8_isref_1.tif,190905_djifc6310s_Sept5_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0504.JPG,12.63263175,37.74894036,1,168203,276413,60.85205833,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept5_merged.csv,Sept5,Check,Check,No Nitrogen,1
2311,190905_djifc6310s_Sept5_NW_row_37_range_3_rep_8_isref_1.tif,190905_djifc6310s_Sept5_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0504.JPG,12.63263175,37.38889053,1,173903,276413,62.91419,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept5_merged.csv,Sept5,Check,Check,No Nitrogen,1
2311,190905_djifc6310s_Sept5_NW_row_37_range_3_rep_8_isref_1.tif,190905_djifc6310s_Sept5_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0504.JPG,12.63263175,35.68339993,1,193202,276413,69.89613368,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept5_merged.csv,Sept5,Check,Check,No Nitrogen,1
2311,190823_djifc6310_Aug23_NW_row_37_range_3_rep_6_isref_1.tif,190823_djifc6310_Aug23_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0380.JPG,11.61470984,47.49366773,1,170612,267547,63.76898265,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug23_merged.csv,Aug23,Check,Check,No Nitrogen,1
2311,190823_djifc6310_Aug23_NW_row_37_range_3_rep_6_isref_1.tif,190823_djifc6310_Aug23_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0380.JPG,11.61470984,43.51062756,1,209095,267547,78.15262365,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug23_merged.csv,Aug23,Check,Check,No Nitrogen,1
2311,190903_djifc6310s_Sept3_NW_row_37_range_3_rep_7_isref_1.tif,190903_djifc6310s_Sept3_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0896.JPG,8.924870213,43.5377075,1,261907,357305,73.30068149,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept3_merged.csv,Sept3,Check,Check,No Nitrogen,1
2311,190903_djifc6310s_Sept3_NW_row_37_range_3_rep_7_isref_1.tif,190903_djifc6310s_Sept3_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0896.JPG,8.924870213,49.10295735,1,188887,357305,52.86435958,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept3_merged.csv,Sept3,Check,Check,No Nitrogen,1
2311,190903_djifc6310s_Sept3_NW_row_37_range_3_rep_7_isref_1.tif,190903_djifc6310s_Sept3_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0896.JPG,8.924870213,49.59692659,1,182862,357305,51.17812513,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept3_merged.csv,Sept3,Check,Check,No Nitrogen,1
2311,190903_djifc6310s_Sept3_NW_row_37_range_3_rep_7_isref_1.tif,190903_djifc6310s_Sept3_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0896.JPG,8.924870213,44.1445402,1,252762,357305,70.74124348,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept3_merged.csv,Sept3,Check,Check,No Nitrogen,1
2311,190816_djifc6310s_Aug16_NW_row_37_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_37_range_3,2311 and 2312,Otsu pre,Check,DJI_0056.JPG,8,43.70230355,1,205535,357305,57.52368425,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2311,190816_djifc6310s_Aug16_NW_row_37_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_37_range_3,2311 and 2312,Otsu post,Check,DJI_0056.JPG,8,43.40019972,1,209369,357305,58.59671709,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2311,190816_djifc6310s_Aug16_NW_row_37_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_37_range_3,2311 and 2312,ExG 131,Check,DJI_0056.JPG,8,37.7607965,1,288686,357305,80.79539889,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2311,190816_djifc6310s_Aug16_NW_row_37_range_3_rep_7_isref_1.tif,190816_djifc6310s_Aug16_NW_row_37_range_3,2311 and 2312,Custom,Check,DJI_0056.JPG,8,38.02253697,1,284033,357305,79.49315011,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug16_merged.csv,Aug16,Check,Check,No Nitrogen,1
2345,190814_djifc6310s_Aug14_NW_row_20_range_3_rep_8_isref_1.tif,190814_djifc6310s_Aug14_NW_row_20_range_3,2345 and 2346,ExG 131,Check,DJI_0286.JPG,12.97756614,42.10820754,1,153972,188790,81.55728587,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2345,190814_djifc6310s_Aug14_NW_row_20_range_3_rep_8_isref_1.tif,190814_djifc6310s_Aug14_NW_row_20_range_3,2345 and 2346,Otsu pre,Check,DJI_0286.JPG,12.97756614,44.42558156,1,110500,188790,58.53064251,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2345,190814_djifc6310s_Aug14_NW_row_20_range_3_rep_8_isref_1.tif,190814_djifc6310s_Aug14_NW_row_20_range_3,2345 and 2346,Otsu post,Check,DJI_0286.JPG,12.97756614,44.51745061,1,107167,188790,56.76518883,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2345,190814_djifc6310s_Aug14_NW_row_20_range_3_rep_8_isref_1.tif,190814_djifc6310s_Aug14_NW_row_20_range_3,2345 and 2346,Custom,Check,DJI_0286.JPG,12.97756614,42.53031071,1,135698,188790,71.87774776,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug14_merged.csv,Aug14,Check,Check,No Nitrogen,1
2345,190830_djifc6310s_Aug30_NW_row_20_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_20_range_3,2345 and 2346,ExG 131,Check,DJI_0138.JPG,11.95455985,34.83156433,1,187953,267547,70.25046067,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2345,190830_djifc6310s_Aug30_NW_row_20_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_20_range_3,2345 and 2346,Otsu pre,Check,DJI_0138.JPG,11.95455985,36.23569059,1,158979,267547,59.42096155,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2345,190830_djifc6310s_Aug30_NW_row_20_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_20_range_3,2345 and 2346,Otsu post,Check,DJI_0138.JPG,11.95455985,36.61278354,1,152024,267547,56.82141829,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2345,190830_djifc6310s_Aug30_NW_row_20_range_3_rep_7_isref_1.tif,190830_djifc6310s_Aug30_NW_row_20_range_3,2345 and 2346,Custom,Check,DJI_0138.JPG,11.95455985,35.097719,1,174627,267547,65.26965356,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug30_merged.csv,Aug30,Check,Check,No Nitrogen,1
2345,190812_djifc6310s_Aug12_NW_row_20_range_3_rep_7_isref_1.tif,190812_djifc6310s_Aug12_NW_row_20_range_3,2345 and 2346,ExG 131,Check,DJI_0288.JPG,10.64385619,39.75011915,1,191777,220195,87.09416653,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2345,190812_djifc6310s_Aug12_NW_row_20_range_3_rep_7_isref_1.tif,190812_djifc6310s_Aug12_NW_row_20_range_3,2345 and 2346,Otsu pre,Check,DJI_0288.JPG,10.64385619,43.24695074,1,150392,220195,68.29946184,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2345,190812_djifc6310s_Aug12_NW_row_20_range_3_rep_7_isref_1.tif,190812_djifc6310s_Aug12_NW_row_20_range_3,2345 and 2346,Otsu post,Check,DJI_0288.JPG,10.64385619,43.2737349,1,149979,220195,68.11190082,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2345,190812_djifc6310s_Aug12_NW_row_20_range_3_rep_7_isref_1.tif,190812_djifc6310s_Aug12_NW_row_20_range_3,2345 and 2346,Custom,Check,DJI_0288.JPG,10.64385619,40.34535665,1,181753,220195,82.54183792,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug12_merged.csv,Aug12,Check,Check,No Nitrogen,1
2345,190706_djifc6310_J6_NW_row_20_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_20_range_3,2345 and 2346,ExG 131,Check,DJI_0193.JPG,12.55097764,82.00865932,1,128094,201825,63.46785582,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2345,190706_djifc6310_J6_NW_row_20_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_20_range_3,2345 and 2346,Otsu pre,Check,DJI_0193.JPG,12.55097764,102.2325842,1,76654,201825,37.98042859,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2345,190706_djifc6310_J6_NW_row_20_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_20_range_3,2345 and 2346,Otsu post,Check,DJI_0193.JPG,12.55097764,101.9068529,1,77637,201825,38.46748421,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2345,190706_djifc6310_J6_NW_row_20_range_3_rep_7_isref_1.tif,190706_djifc6310_J6_NW_row_20_range_3,2345 and 2346,Custom,Check,DJI_0193.JPG,12.55097764,82.69354797,1,124613,201825,61.74309426,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_J6_merged.csv,July6,Check,Check,No Nitrogen,1
2345,190905_djifc6310s_Sept5_NW_row_20_range_3_rep_7_isref_1.tif,190905_djifc6310s_Sept5_NW_row_20_range_3,2345 and 2346,Custom,Check,DJI_0500.JPG,12.63263175,44.76542612,1,181097,276413,65.51681723,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Sept5_merged.csv,Sept5,Check,Check,No Nitrogen,1
2345,190820_djifc6310s_Aug20_NW_row_20_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_20_range_3,2345 and 2346,ExG 131,Check,DJI_0174.JPG,11.95455985,34.80690681,1,192748,267547,72.04266914,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2345,190820_djifc6310s_Aug20_NW_row_20_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_20_range_3,2345 and 2346,Otsu pre,Check,DJI_0174.JPG,11.95455985,37.13963459,1,155127,267547,57.98121452,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
2345,190820_djifc6310s_Aug20_NW_row_20_range_3_rep_6_isref_1.tif,190820_djifc6310s_Aug20_NW_row_20_range_3,2345 and 2346,Otsu post,Check,DJI_0174.JPG,11.95455985,37.23522861,1,153371,267547,57.32488124,data/CanopyCoverage/NW/Plot2_canopy_ref_sat_Aug20_merged.csv,Aug20,Check,Check,No Nitrogen,1
