trait,pval,cor,type,date
cob.diameter,0.879109494251761,0.00775655984166137,VARI,July 6
cob.diameter,0.899224505687031,-0.00645835057071961,VEG,July 6
cob.diameter,0.195507441980917,-0.0659426435779942,Woebbecke..no.abs.,July 6
cob.diameter,0.748000400133632,-0.0163833337558435,Woebbecke..abs.,July 6
Weight.of.20.seeds,8.78656661123442e-08,0.254777694185693,ExG,Aug 23
Weight.of.20.seeds,1.04946047610587e-06,0.233135860109024,ExG2,Aug 23
Weight.of.20.seeds,8.99074774770565e-07,0.234547101355819,RGB,Aug 23
Weight.of.20.seeds,8.18861451489923e-08,0.255364180761449,NGR,Aug 23
Weight.of.20.seeds,6.96573587994324e-07,0.236856396026262,GLI,Aug 23
Weight.of.20.seeds,7.6146791052486e-08,0.255967354816871,MGR,Aug 23
Weight.of.20.seeds,7.80050137628536e-08,0.255767397507489,VARI,Aug 23
Weight.of.20.seeds,0.013968246287732,0.118604054423968,VEG,Aug 23
Weight.of.20.seeds,0.231695044745758,-0.0578640478256496,Woebbecke..no.abs.,Aug 23
Weight.of.20.seeds,2.06535978398777e-06,-0.22685078693636,Woebbecke..abs.,Aug 23
cob.length,7.59524632573476e-17,0.281095256857031,ExG,Aug 23
cob.length,7.68413365847495e-14,0.253047093810028,ExG2,Aug 23
cob.length,3.52044751870411e-14,0.256383398527891,RGB,Aug 23
cob.length,6.05235381014636e-20,0.307005983403025,NGR,Aug 23
cob.length,8.84031451349254e-15,0.262174542881023,GLI,Aug 23
cob.length,4.81636155519111e-20,0.307793571145925,MGR,Aug 23
cob.length,2.37388785155653e-21,0.31795585925496,VARI,Aug 23
cob.length,9.45045557361806e-08,0.182114327917738,VEG,Aug 23
cob.length,0.0294009929087129,-0.0748448346941875,Woebbecke..no.abs.,Aug 23
cob.length,5.2770237319198e-08,-0.185626304097171,Woebbecke..abs.,Aug 23
cob.weight,8.86295979360715e-20,0.326177099621136,ExG,Aug 23
cob.weight,4.16315836783651e-12,0.25130288660536,ExG2,Aug 23
cob.weight,1.54249359121302e-12,0.256177882068716,RGB,Aug 23
cob.weight,5.02007763503049e-19,0.319724537519004,NGR,Aug 23
cob.weight,4.69561919100692e-13,0.261886138790848,GLI,Aug 23
cob.weight,3.71081257692615e-19,0.320860246759122,MGR,Aug 23
cob.weight,1.0087973308677e-20,0.334050361261715,VARI,Aug 23
cob.weight,5.78011009124732e-08,0.197936470770097,VEG,Aug 23
cob.weight,0.0410331264047984,-0.0751810210076342,Woebbecke..no.abs.,Aug 23
cob.weight,5.34750566053127e-09,-0.212581442279219,Woebbecke..abs.,Aug 23
cob.diameter,2.76716890683845e-06,0.171440316606429,ExG,Aug 23
cob.diameter,0.0113333274585456,0.0931055095514888,ExG2,Aug 23
cob.diameter,0.00947450731095022,0.0953818200829868,RGB,Aug 23
cob.diameter,0.000192408136144249,0.136752032847436,NGR,Aug 23
cob.diameter,0.00676357680174077,0.0995461376118023,GLI,Aug 23
cob.diameter,0.000179402196313259,0.137391478544586,MGR,Aug 23
cob.diameter,6.11296095152361e-05,0.146899679239516,VARI,Aug 23
cob.diameter,0.000677723790591535,0.124736077815216,VEG,Aug 23
cob.diameter,0.925963347101175,-0.00342407823784315,Woebbecke..no.abs.,Aug 23
cob.diameter,0.0709631277734654,-0.0664632894250057,Woebbecke..abs.,Aug 23
Weight.of.20.seeds,0.00127287062252269,0.155071357255593,ExG,Sept 1
Weight.of.20.seeds,5.33802801925727e-05,0.193781368897625,ExG2,Sept 1
Weight.of.20.seeds,0.000101877010502323,0.186516818027065,RGB,Sept 1
Weight.of.20.seeds,1.68394683533372e-06,0.228764971701492,NGR,Sept 1
Weight.of.20.seeds,6.00243849130558e-05,0.192482706164478,GLI,Sept 1
Weight.of.20.seeds,1.67781336335308e-06,0.228799032664411,MGR,Sept 1
Weight.of.20.seeds,3.52105021512927e-06,0.221768817514003,VARI,Sept 1
Weight.of.20.seeds,0.284692149840319,0.0517686774166758,VEG,Sept 1
Weight.of.20.seeds,0.54899178289657,0.0290116611337977,Woebbecke..no.abs.,Sept 1
Weight.of.20.seeds,2.33440391167132e-08,-0.265573252921921,Woebbecke..abs.,Sept 1
cob.length,0.00183418029400698,0.106912630576649,ExG,Sept 1
cob.length,0.000371498944240421,0.122030231874837,ExG2,Sept 1
cob.length,0.000676539392211354,0.11656189899308,RGB,Sept 1
cob.length,1.21039190360533e-07,0.180602001636881,NGR,Sept 1
cob.length,0.000278958709495115,0.124566272215392,GLI,Sept 1
cob.length,1.1833557167631e-07,0.1807405823176,MGR,Sept 1
cob.length,7.23610399123742e-08,0.183731847034067,VARI,Sept 1
cob.length,0.00149293192544739,0.108966320384123,VEG,Sept 1
cob.length,0.534011346910363,0.0213976960101035,Woebbecke..no.abs.,Sept 1
cob.length,2.3367381392629e-06,-0.161418998900776,Woebbecke..abs.,Sept 1
cob.weight,0.000529879506775225,0.127166079177063,ExG,Sept 1
cob.weight,0.000512840150482355,0.127485661371844,ExG2,Sept 1
cob.weight,0.00106791604034943,0.120129491362647,RGB,Sept 1
cob.weight,8.64518303128638e-09,0.209711146939441,NGR,Sept 1
cob.weight,0.000385517266122946,0.130245528035012,GLI,Sept 1
cob.weight,8.4992090630144e-09,0.209813596691515,MGR,Sept 1
cob.weight,4.23232504116558e-09,0.213964397464475,VARI,Sept 1
cob.weight,0.00165471718454374,0.11553841831077,VEG,Sept 1
cob.weight,0.650988560206144,0.0166684692258847,Woebbecke..no.abs.,Sept 1
cob.weight,2.2519643173441e-08,-0.203865616323843,Woebbecke..abs.,Sept 1
cob.diameter,0.00570337882483409,0.101597542115478,ExG,Sept 1
cob.diameter,0.0320906575533064,0.0788525029351981,ExG2,Sept 1
cob.diameter,0.0428539119915906,0.0745181952376126,RGB,Sept 1
cob.diameter,0.000253404725345995,0.1342087614155,NGR,Sept 1
cob.diameter,0.0269912508995058,0.0813594675709071,GLI,Sept 1
cob.diameter,0.00025174518066038,0.134269964633147,MGR,Sept 1
cob.diameter,0.000154090180044444,0.138771607183566,VARI,Sept 1
cob.diameter,0.00825293230704905,0.0971053844557495,VEG,Sept 1
cob.diameter,0.427445252702841,0.0292352284398711,Woebbecke..no.abs.,Sept 1
cob.diameter,0.00436947987577162,-0.104734300218741,Woebbecke..abs.,Sept 1
Weight.of.20.seeds,7.55675421009048e-08,0.256030649459149,ExG,Aug 22
Weight.of.20.seeds,2.41054615555035e-07,0.246215054248687,ExG2,Aug 22
Weight.of.20.seeds,2.90962322850749e-07,0.244583122603722,RGB,Aug 22
Weight.of.20.seeds,1.71013121273344e-08,0.26803924533321,NGR,Aug 22
Weight.of.20.seeds,1.84033850845978e-07,0.248535945246266,GLI,Aug 22
Weight.of.20.seeds,1.66458710367732e-08,0.268251979455197,MGR,Aug 22
Weight.of.20.seeds,1.96603748255221e-08,0.266937263491788,VARI,Aug 22
Weight.of.20.seeds,0.00708194165064793,0.129845639142535,VEG,Aug 22
Weight.of.20.seeds,0.381722399720946,-0.0423368101826263,Woebbecke..no.abs.,Aug 22
Weight.of.20.seeds,1.06130599215799e-07,-0.253198893445275,Woebbecke..abs.,Aug 22
cob.length,8.24471818820311e-18,0.289448616124553,ExG,Aug 22
cob.length,1.1191600169093e-11,0.230508179633319,ExG2,Aug 22
cob.length,1.61912298311012e-11,0.228741259507558,RGB,Aug 22
cob.length,1.0896991194176e-16,0.279710266621541,NGR,Aug 22
cob.length,3.02590506435686e-12,0.236652257731631,GLI,Aug 22
cob.length,9.91322177647326e-17,0.280074062320497,MGR,Aug 22
cob.length,1.93243660268115e-17,0.286277421596943,VARI,Aug 22
cob.length,1.83401151424082e-07,0.178033370272561,VEG,Aug 22
cob.length,0.810029736316934,-0.00827189269612517,Woebbecke..no.abs.,Aug 22
cob.length,6.58682015347894e-09,-0.197651582368641,Woebbecke..abs.,Aug 22
cob.weight,5.92447646136112e-19,0.319099938000333,ExG,Aug 22
cob.weight,3.7865418609522e-11,0.240074106575829,ExG2,Aug 22
cob.weight,3.90260760727138e-11,0.239916592366409,RGB,Aug 22
cob.weight,3.80192227157102e-16,0.293482593377907,NGR,Aug 22
cob.weight,1.04674686405669e-11,0.246681197653904,GLI,Aug 22
cob.weight,3.42057790880669e-16,0.293922634826806,MGR,Aug 22
cob.weight,5.24217804669877e-17,0.301607540188796,VARI,Aug 22
cob.weight,2.4081607357271e-06,0.172462370970433,VEG,Aug 22
cob.weight,0.190909497834921,-0.0481652415408328,Woebbecke..no.abs.,Aug 22
cob.weight,2.34379676157463e-10,-0.230355869055415,Woebbecke..abs.,Aug 22
cob.diameter,1.16195656150294e-05,0.160515123203894,ExG,Aug 22
cob.diameter,0.0115142801541847,0.0929020113054806,ExG2,Aug 22
cob.diameter,0.0112439142882317,0.0932071278084798,RGB,Aug 22
cob.diameter,0.00108521607695021,0.119963790555427,NGR,Aug 22
cob.diameter,0.00859013939012654,0.0966080018370584,GLI,Aug 22
cob.diameter,0.0010585112568611,0.120220613583778,MGR,Aug 22
cob.diameter,0.000647211528243793,0.125194213057052,VARI,Aug 22
cob.diameter,0.0169744364395752,0.0877958084211597,VEG,Aug 22
cob.diameter,0.606725656155562,-0.0189658961061591,Woebbecke..no.abs.,Aug 22
cob.diameter,0.0201677488114282,-0.0854490445526523,Woebbecke..abs.,Aug 22
Weight.of.20.seeds,4.24920718051543e-07,0.24126323467877,ExG,Aug 12
Weight.of.20.seeds,1.10592814848141e-05,0.210442613082206,ExG2,Aug 12
Weight.of.20.seeds,7.41065402783402e-06,0.214473596523532,RGB,Aug 12
Weight.of.20.seeds,3.5343022153757e-06,0.221732605869597,NGR,Aug 12
Weight.of.20.seeds,7.63293911979778e-06,0.214178648082605,GLI,Aug 12
Weight.of.20.seeds,3.39406714690116e-06,0.222122561316943,MGR,Aug 12
Weight.of.20.seeds,3.0188398038911e-06,0.223247032839546,VARI,Aug 12
Weight.of.20.seeds,0.0353867681994685,0.101610902462027,VEG,Aug 12
Weight.of.20.seeds,0.0449548699814407,-0.0968608850562659,Woebbecke..no.abs.,Aug 12
Weight.of.20.seeds,0.000284122369002034,-0.174391527036393,Woebbecke..abs.,Aug 12
cob.length,3.29364348852243e-22,0.324417443141573,ExG,Aug 12
cob.length,5.37142716680232e-13,0.24451752048693,ExG2,Aug 12
cob.length,2.71321384329202e-13,0.247550020892527,RGB,Aug 12
cob.length,1.15478070783565e-18,0.29661731361373,NGR,Aug 12
cob.length,7.60343056211484e-14,0.253092545362814,GLI,Aug 12
cob.length,9.88742065221367e-19,0.297174876442761,MGR,Aug 12
cob.length,8.5571507303979e-20,0.305807338855326,VARI,Aug 12
cob.length,1.58207912475146e-05,0.147735296716869,VEG,Aug 12
cob.length,0.00260244386623959,-0.103340462758621,Woebbecke..no.abs.,Aug 12
cob.length,1.6381433547581e-08,-0.192480878584804,Woebbecke..abs.,Aug 12
cob.weight,3.21947022364139e-25,0.368746664364602,ExG,Aug 12
cob.weight,1.11187788890316e-09,0.221695479976443,ExG2,Aug 12
cob.weight,4.06241541546231e-10,0.227336323320782,RGB,Aug 12
cob.weight,1.21422051359517e-15,0.288597149923556,NGR,Aug 12
cob.weight,1.58660038377523e-10,0.232472631247778,GLI,Aug 12
cob.weight,9.87615897312067e-16,0.289473191101171,MGR,Aug 12
cob.weight,3.32154987247515e-17,0.30344277207743,VARI,Aug 12
cob.weight,3.98895939333131e-06,0.168721485686703,VEG,Aug 12
cob.weight,0.00400330068322027,-0.105747363222608,Woebbecke..no.abs.,Aug 12
cob.weight,4.88154077258262e-07,-0.183797387176322,Woebbecke..abs.,Aug 12
cob.diameter,8.79827093631045e-08,0.195234429703342,ExG,Aug 12
cob.diameter,0.104168093433515,0.0598233606071731,ExG2,Aug 12
cob.diameter,0.0840777901084229,0.0635904584683259,RGB,Aug 12
cob.diameter,0.00313359488731197,0.10853891631286,NGR,Aug 12
cob.diameter,0.0666671975723799,0.0674988191229852,GLI,Aug 12
cob.diameter,0.00295933075904724,0.109182092582325,MGR,Aug 12
cob.diameter,0.000896585140062082,0.121919555022544,VARI,Aug 12
cob.diameter,0.00117445807890926,0.119145922315393,VEG,Aug 12
cob.diameter,0.849563642234771,0.00698906146235389,Woebbecke..no.abs.,Aug 12
cob.diameter,0.428936647869186,-0.029141018298366,Woebbecke..abs.,Aug 12
Weight.of.20.seeds,0.16265844823413,0.0676076869933287,ExG,Aug 26
Weight.of.20.seeds,0.320279638209652,0.048154119716096,ExG2,Aug 26
Weight.of.20.seeds,0.335090782344032,0.0467035302220879,RGB,Aug 26
Weight.of.20.seeds,0.0708838489382825,0.0873954502048334,NGR,Aug 26
Weight.of.20.seeds,0.29764016108211,0.0504586476730047,GLI,Aug 26
Weight.of.20.seeds,0.0692131762152877,0.0879162320562387,MGR,Aug 26
Weight.of.20.seeds,0.0580444489771121,0.0916908629585575,VARI,Aug 26
Weight.of.20.seeds,0.387123561447047,0.0419080799869712,VEG,Aug 26
Weight.of.20.seeds,0.00581150698719597,0.133119595303415,Woebbecke..no.abs.,Aug 26
Weight.of.20.seeds,0.114283593680899,-0.0764467318914255,Woebbecke..abs.,Aug 26
cob.length,0.674355629435254,0.0144666412511513,ExG,Aug 26
cob.length,0.943192396477302,-0.00245352554557221,ExG2,Aug 26
cob.length,0.802686744412033,-0.00860331964701783,RGB,Aug 26
cob.length,0.00671814003270096,0.0931241045826379,NGR,Aug 26
cob.length,0.979573993959025,0.000881552485226577,GLI,Aug 26
cob.length,0.00660282724749485,0.0933203355062374,MGR,Aug 26
cob.length,0.00216319801190251,0.105303248628308,VARI,Aug 26
cob.length,0.425832549722287,0.0274142326564678,VEG,Aug 26
cob.length,0.1590869178119,-0.0484563680570327,Woebbecke..no.abs.,Aug 26
cob.length,0.000139422354344633,-0.130594518191711,Woebbecke..abs.,Aug 26
cob.weight,0.177188135081637,0.049727996099956,ExG,Aug 26
cob.weight,0.925873837290693,0.00343055959589123,ExG2,Aug 26
cob.weight,0.944925800026187,-0.00254719003229973,RGB,Aug 26
cob.weight,0.00209079485763935,0.113094886070845,NGR,Aug 26
cob.weight,0.823981998033043,0.00820139162463937,GLI,Aug 26
cob.weight,0.00201035133080067,0.113521270807328,MGR,Aug 26
cob.weight,0.000499323190963566,0.127832384769792,VARI,Aug 26
cob.weight,0.265410237954047,0.0410479645074977,VEG,Aug 26
cob.weight,0.678791446281612,0.0152686986576983,Woebbecke..no.abs.,Aug 26
cob.weight,0.000115526509205875,-0.141445976499131,Woebbecke..abs.,Aug 26
cob.diameter,0.0565659581813502,0.0702171263661739,ExG,Aug 26
cob.diameter,0.684677399340831,0.0149728754621243,ExG2,Aug 26
cob.diameter,0.729665904436171,0.0127416889330208,RGB,Aug 26
cob.diameter,0.0391979995290343,0.0759261416143105,NGR,Aug 26
cob.diameter,0.595538874713891,0.0195713044626107,GLI,Aug 26
cob.diameter,0.0379222857677455,0.0764251163058692,MGR,Aug 26
cob.diameter,0.018707230426613,0.0865373432582019,VARI,Aug 26
cob.diameter,0.0442101457589884,0.0740899339685561,VEG,Aug 26
cob.diameter,0.0392631372698625,0.0759010354836727,Woebbecke..no.abs.,Aug 26
cob.diameter,0.221707880566828,-0.045035932002741,Woebbecke..abs.,Aug 26
Weight.of.20.seeds,0.222147310037897,0.059063480715037,ExG,Sept 3
Weight.of.20.seeds,0.360304690683879,0.0442737356390827,ExG2,Sept 3
Weight.of.20.seeds,0.36759872154911,0.0436062797184304,RGB,Sept 3
Weight.of.20.seeds,0.400595152469435,0.0406844599004799,NGR,Sept 3
Weight.of.20.seeds,0.350530299236699,0.0451815623676421,GLI,Sept 3
Weight.of.20.seeds,0.398319211432046,0.0408811966374281,MGR,Sept 3
Weight.of.20.seeds,0.420500163876761,0.03899147707924,VARI,Sept 3
Weight.of.20.seeds,0.396469835053468,0.0410415577110243,VEG,Sept 3
Weight.of.20.seeds,0.24105856131453,0.0567212674055532,Woebbecke..no.abs.,Sept 3
Weight.of.20.seeds,0.422693436464529,-0.0388078457437465,Woebbecke..abs.,Sept 3
cob.length,0.72412975906822,0.0121448180349813,ExG,Sept 3
cob.length,0.488642073109674,-0.0238253666097511,ExG2,Sept 3
cob.length,0.420250742917388,-0.0277296430530635,RGB,Sept 3
cob.length,0.535792781405917,0.0213045855225004,NGR,Sept 3
cob.length,0.53075503705378,-0.0215682999377083,GLI,Sept 3
cob.length,0.53217949118414,0.0214936053186877,MGR,Sept 3
cob.length,0.47632405212399,0.0245049326645342,VARI,Sept 3
cob.length,0.197818121760801,0.0442927765374782,VEG,Sept 3
cob.length,0.0356478090012574,-0.0722009304815831,Woebbecke..no.abs.,Sept 3
cob.length,0.64860939856417,-0.0156800553678532,Woebbecke..abs.,Sept 3
cob.weight,0.172823171813996,0.0501990511130351,ExG,Sept 3
cob.weight,0.946340137933536,-0.00247999138675625,ExG2,Sept 3
cob.weight,0.852794790608823,-0.00683719616464114,RGB,Sept 3
cob.weight,0.110828543321832,0.058702683272401,NGR,Sept 3
cob.weight,0.982495087081145,0.000808478063383172,GLI,Sept 3
cob.weight,0.109872011540813,0.0588602986409798,MGR,Sept 3
cob.weight,0.0832781430427569,0.0637548011439191,VARI,Sept 3
cob.weight,0.0747015339630066,0.0656031060344542,VEG,Sept 3
cob.weight,0.0327960470628374,-0.0785331118824269,Woebbecke..no.abs.,Sept 3
cob.weight,0.0855345952389137,-0.0632942746249973,Woebbecke..abs.,Sept 3
cob.diameter,0.0141804052420104,0.0901913185564546,ExG,Sept 3
cob.diameter,0.316360283402485,0.0369078136574709,ExG2,Sept 3
cob.diameter,0.348201819892573,0.0345561264139728,RGB,Sept 3
cob.diameter,0.0479474982828491,0.0727824730102163,NGR,Sept 3
cob.diameter,0.282679562228553,0.0395709833396857,GLI,Sept 3
cob.diameter,0.0472891576123109,0.072997825931937,MGR,Sept 3
cob.diameter,0.0401286345615273,0.0755195762692358,VARI,Sept 3
cob.diameter,0.0393642562127174,0.0758107600618769,VEG,Sept 3
cob.diameter,0.469926418661323,0.02662157949671,Woebbecke..no.abs.,Sept 3
cob.diameter,0.0333283059102827,-0.0782959755448287,Woebbecke..abs.,Sept 3
Weight.of.20.seeds,6.11792480249085e-06,0.216376799683664,ExG,Aug 14
Weight.of.20.seeds,4.90097074650673e-06,0.218557764862054,ExG2,Aug 14
Weight.of.20.seeds,2.9681427265365e-06,0.223409106223327,RGB,Aug 14
Weight.of.20.seeds,9.71988965602677e-06,0.211750893957509,NGR,Aug 14
Weight.of.20.seeds,3.45847717461655e-06,0.221941579504049,GLI,Aug 14
Weight.of.20.seeds,9.25258841536233e-06,0.212248070266772,MGR,Aug 14
Weight.of.20.seeds,1.04682878069906e-05,0.211000177552417,VARI,Aug 14
Weight.of.20.seeds,0.0459322649320834,0.0964252014963521,VEG,Aug 14
Weight.of.20.seeds,0.0235997726361685,-0.109278180059688,Woebbecke..no.abs.,Aug 14
Weight.of.20.seeds,5.64530276074844e-05,-0.193162852494946,Woebbecke..abs.,Aug 14
cob.length,9.39228095463465e-13,0.242005472567035,ExG,Aug 14
cob.length,1.83905212017429e-11,0.228128490436313,ExG2,Aug 14
cob.length,1.67055357161556e-11,0.228590977008051,RGB,Aug 14
cob.length,9.33565190969779e-13,0.242032811237856,NGR,Aug 14
cob.length,6.13762055016443e-12,0.233351690750326,GLI,Aug 14
cob.length,8.55857473237669e-13,0.242425312971379,MGR,Aug 14
cob.length,7.10385182006426e-13,0.243264370893623,VARI,Aug 14
cob.length,0.000359161976001712,0.122331695954168,VEG,Aug 14
cob.length,0.149374855460258,-0.0495816311943787,Woebbecke..no.abs.,Aug 14
cob.length,2.6808156806014e-07,-0.175654040974554,Woebbecke..abs.,Aug 14
cob.weight,4.65082006996396e-19,0.32001212957864,ExG,Aug 14
cob.weight,2.6677909086602e-10,0.229648831394676,ExG2,Aug 14
cob.weight,1.45926650504575e-10,0.232923819197649,RGB,Aug 14
cob.weight,1.01737304637206e-13,0.269029187625091,NGR,Aug 14
cob.weight,5.20239037982602e-11,0.238411182824554,GLI,Aug 14
cob.weight,8.78731698688508e-14,0.269702320100523,MGR,Aug 14
cob.weight,1.36502929394876e-14,0.278098964493256,VARI,Aug 14
cob.weight,5.54238632632525e-06,0.166239112013693,VEG,Aug 14
cob.weight,0.0963476651366454,-0.0612142225926162,Woebbecke..no.abs.,Aug 14
cob.weight,4.98117396539372e-07,-0.183658246685685,Woebbecke..abs.,Aug 14
cob.diameter,2.68411722323526e-08,0.202774886625847,ExG,Aug 14
cob.diameter,0.0217558719656735,0.0844005672924904,ExG2,Aug 14
cob.diameter,0.0179842204551052,0.0870147851099014,RGB,Aug 14
cob.diameter,0.000616726162871067,0.125672419965888,NGR,Aug 14
cob.diameter,0.0122371043440397,0.0921163834946515,GLI,Aug 14
cob.diameter,0.00058841623875308,0.126136581698165,MGR,Aug 14
cob.diameter,0.000172305727070866,0.137758968869377,VARI,Aug 14
cob.diameter,0.000133453283776722,0.140064709880201,VEG,Aug 14
cob.diameter,0.932914813753935,-0.00310178544941785,Woebbecke..no.abs.,Aug 14
cob.diameter,0.365197050767447,-0.0333567961100463,Woebbecke..abs.,Aug 14
Weight.of.20.seeds,0.0066891584978863,0.130752434931858,ExG,Aug 20
Weight.of.20.seeds,2.19356714752744e-05,0.203360998682826,ExG2,Aug 20
Weight.of.20.seeds,2.85090708345626e-05,0.200584667057748,RGB,Aug 20
Weight.of.20.seeds,2.004276702401e-05,0.204308225160741,NGR,Aug 20
Weight.of.20.seeds,2.25559619850515e-05,0.203067422803266,GLI,Aug 20
Weight.of.20.seeds,1.98097976910215e-05,0.204430621913145,MGR,Aug 20
Weight.of.20.seeds,3.71610919668751e-05,0.197738001042673,VARI,Aug 20
Weight.of.20.seeds,0.0412266699948616,0.09859956858091,VEG,Aug 20
Weight.of.20.seeds,0.347427512582311,-0.0454730755688437,Woebbecke..no.abs.,Aug 20
Weight.of.20.seeds,5.21557054446413e-07,-0.239446591635273,Woebbecke..abs.,Aug 20
cob.length,2.17466644072957e-09,0.203759317142131,ExG,Aug 20
cob.length,3.8700329921336e-07,0.173321874484513,ExG2,Aug 20
cob.length,5.74444735312206e-07,0.170777554787522,RGB,Aug 20
cob.length,1.9786510713172e-08,0.191391188052612,NGR,Aug 20
cob.length,1.94087432617475e-07,0.177680433162712,GLI,Aug 20
cob.length,1.86893788608e-08,0.19172100880518,MGR,Aug 20
cob.length,2.53054127931758e-08,0.189962084151441,VARI,Aug 20
cob.length,1.24312737716687e-05,0.149526898706168,VEG,Aug 20
cob.length,0.923323892478513,0.00331199024158282,Woebbecke..no.abs.,Aug 20
cob.length,1.19937210376799e-05,-0.149791399625846,Woebbecke..abs.,Aug 20
cob.weight,3.90815482689062e-11,0.239909179193411,ExG,Aug 20
cob.weight,5.75369457291017e-08,0.197965722719592,ExG2,Aug 20
cob.weight,5.95957228074018e-08,0.197741095414467,RGB,Aug 20
cob.weight,5.94965769117498e-11,0.237704817363816,NGR,Aug 20
cob.weight,2.37103806703131e-08,0.203546102447381,GLI,Aug 20
cob.weight,5.43560570232568e-11,0.238180637426251,MGR,Aug 20
cob.weight,2.73110285848201e-11,0.241771698016837,VARI,Aug 20
cob.weight,1.09802138392113e-06,0.178129713820823,VEG,Aug 20
cob.weight,0.533621492108256,-0.0229343767538622,Woebbecke..no.abs.,Aug 20
cob.weight,1.02838787440466e-07,-0.19422123436248,Woebbecke..abs.,Aug 20
cob.diameter,0.000364867662489993,0.130771790166018,ExG,Aug 20
cob.diameter,0.00507339827392082,0.102985720204527,ExG2,Aug 20
cob.diameter,0.00501189079085705,0.103129464396375,RGB,Aug 20
cob.diameter,0.000307936361107786,0.13238139604625,NGR,Aug 20
cob.diameter,0.00363716225791036,0.10684802300807,GLI,Aug 20
cob.diameter,0.00030010038521388,0.132624394764808,MGR,Aug 20
cob.diameter,0.00018864037750662,0.136932999312899,VARI,Aug 20
cob.diameter,0.000977593963006765,0.121037057560488,VEG,Aug 20
cob.diameter,0.792457129771625,0.00969525602594648,Woebbecke..no.abs.,Aug 20
cob.diameter,0.0274276832799921,-0.081129657205258,Woebbecke..abs.,Aug 20
Weight.of.20.seeds,1.38414409923692e-09,0.287107900685003,ExG,Aug 30
Weight.of.20.seeds,1.66408825511469e-07,0.249395726783152,ExG2,Aug 30
Weight.of.20.seeds,1.69202913076328e-07,0.249253738098302,RGB,Aug 30
Weight.of.20.seeds,2.00588910104685e-07,0.247797765086331,NGR,Aug 30
Weight.of.20.seeds,1.4260715960876e-07,0.250707855990336,GLI,Aug 30
Weight.of.20.seeds,1.9675697329687e-07,0.247963264272667,MGR,Aug 30
Weight.of.20.seeds,2.52615512932422e-07,0.245809859682819,VARI,Aug 30
Weight.of.20.seeds,0.0233428931115302,0.109479361782036,VEG,Aug 30
Weight.of.20.seeds,0.00630570463394881,0.131684933867203,Woebbecke..no.abs.,Aug 30
Weight.of.20.seeds,2.32472974106759e-05,-0.20274911149737,Woebbecke..abs.,Aug 30
cob.length,2.29568452666601e-20,0.310332081331707,ExG,Aug 30
cob.length,1.5356489594667e-15,0.269311181459109,ExG2,Aug 30
cob.length,1.71037817217674e-15,0.268877950314179,RGB,Aug 30
cob.length,9.10502343575314e-18,0.289081165765584,NGR,Aug 30
cob.length,3.33800783403416e-16,0.27536435514284,GLI,Aug 30
