SourceFile,ExifToolVersion,FileName,Directory,FileSize,FileModifyDate,FileAccessDate,FileInodeChangeDate,FilePermissions,FileType,FileTypeExtension,MIMEType,ExifByteOrder,ImageDescription,Model,Orientation,XResolution,YResolution,ResolutionUnit,Software,ModifyDate,YCbCrPositioning,ExposureTime,FNumber,ExposureProgram,ISO,ExifVersion,DateTimeOriginal,CreateDate,ComponentsConfiguration,CompressedBitsPerPixel,ShutterSpeedValue,ApertureValue,ExposureCompensation,MaxApertureValue,SubjectDistance,MeteringMode,LightSource,Flash,FocalLength,Warning,Make,SpeedX,SpeedY,SpeedZ,Pitch,Yaw,Roll,CameraPitch,CameraYaw,CameraRoll,FlashpixVersion,ColorSpace,ExifImageWidth,ExifImageHeight,InteropIndex,InteropVersion,ExposureIndex,FileSource,SceneType,CustomRendered,ExposureMode,WhiteBalance,DigitalZoomRatio,FocalLengthIn35mmFormat,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,SubjectDistanceRange,SerialNumber,GPSVersionID,GPSLatitudeRef,GPSLongitudeRef,GPSAltitudeRef,XPComment,XPKeywords,Compression,ThumbnailOffset,ThumbnailLength,About,Format,AbsoluteAltitude,RelativeAltitude,GimbalRollDegree,GimbalYawDegree,GimbalPitchDegree,FlightRollDegree,FlightYawDegree,FlightPitchDegree,CamReverse,GimbalReverse,SelfData,CalibratedFocalLength,CalibratedOpticalCenterX,CalibratedOpticalCenterY,RtkFlag,Version,HasSettings,HasCrop,AlreadyApplied,MPFVersion,NumberOfImages,MPImageFlags,MPImageFormat,MPImageType,MPImageLength,MPImageStart,DependentImage1EntryNumber,DependentImage2EntryNumber,ImageUIDList,TotalFrames,ImageWidth,ImageHeight,EncodingProcess,BitsPerSample,ColorComponents,YCbCrSubSampling,Aperture,GPSAltitude,GPSLatitude,GPSLongitude,GPSPosition,ImageSize,PreviewImage,Megapixels,ScaleFactor35efl,ShutterSpeed,ThumbnailImage,CircleOfConfusion,FOV,FocalLength35efl,HyperfocalDistance,LightValue
